Marque;Modèle;Année-Modèle;Kilométrage;Type de carburant;Puissance fiscale;Boite de vitesses;Première main;État;Prix
Dacia;Dokker;2013;200 000 - 249 999;Diesel;7;Manuelle;Non;Excellent;7800000
Volkswagen;Touareg;2016;130 000 - 139 999;Diesel;12;Automatique;;;230000
Mercedes-Benz;Classe C;2014;130 000 - 139 999;Diesel;9;Automatique;Oui;Excellent;325000
Renault;Kangoo;2017;100 000 - 109 999;Diesel;6;Manuelle;Non;Excellent;132000
Dacia;Logan;2017;100 000 - 109 999;Diesel;7;Manuelle;Oui;Très bon;98000
BMW;Serie 3;2013;150 000 - 159 999;Diesel;8;Automatique;Oui;Excellent;240000
Opel;Astra;2010;60 000 - 64 999;Diesel;7;--;Non;Excellent;70000
Dacia;Duster;2016;100 000 - 109 999;Diesel;6;Manuelle;Oui;Excellent;129000
Fiat;Doblo;2013;130 000 - 139 999;Essence;5;Manuelle;Oui;Excellent;77000
Mercedes-Benz;220;1998;300 000 - 349 999;Diesel;9;Manuelle;Non;Bon;75000
Dacia;Sandero;2017;100 000 - 109 999;Diesel;6;Manuelle;Non;Très bon;100000
Hyundai;H-1;2005;250 000 - 299 999;Diesel;9;Manuelle;Non;Très bon;75000
Hyundai;Santa Fe;2017;85 000 - 89 999;Diesel;9;--;;;295000
Mercedes-Benz;Classe CLA;2013;180 000 - 189 999;Diesel;8;--;;;215000
Renault;Kangoo;2007;190 000 - 199 999;Diesel;6;Manuelle;;;68000
Fiat;500C;2016;0 - 4 999;Essence;6;Manuelle;Oui;Excellent;150000
Hyundai;Elantra;2019;130 000 - 139 999;Diesel;6;Manuelle;Oui;Excellent;142000
Volkswagen;Passat;2006;200 000 - 249 999;Diesel;8;Manuelle;Non;Bon;70000
Renault;Clio;2017;85 000 - 89 999;Diesel;6;Manuelle;;Excellent;107000
Citroen;Berlingo;2006;250 000 - 299 999;Diesel;6;Manuelle;Oui;Très bon;820000
Renault;Megane 3;2009;200 000 - 249 999;Diesel;6;Manuelle;Oui;Très bon;100000
Volkswagen;GOLF 7;2014;150 000 - 159 999;Diesel;8;Manuelle;Oui;Excellent;150000
Ford;Kuga;2019;20 000 - 24 999;Diesel;6;Manuelle;Oui;Excellent;225000
Seat;Ibiza;2005;0 - 4 999;Diesel;8;--;;;490000
Renault;Kangoo;2015;160 000 - 169 999;Diesel;6;Manuelle;Non;Excellent;100000
Renault;Clio;2018;10 000 - 14 999;Diesel;6;Manuelle;;Excellent;115000
Opel;Corsa;2021;10 000 - 14 999;Diesel;6;Manuelle;Non;Excellent;150000
Jeep;Cherokee;2015;200 000 - 249 999;Diesel;12;Automatique;;;200000
Nissan;Pathfinder;2006;300 000 - 349 999;Diesel;10;Manuelle;Non;Très bon;97000
Peugeot;Partner;2015;30 000 - 34 999;Diesel;6;Manuelle;Non;Bon;110000
Volkswagen;Passat;2010;200 000 - 249 999;Diesel;8;Manuelle;Non;Très bon;115000
Mercedes-Benz;220;1999;200 000 - 249 999;Diesel;9;Manuelle;Non;Excellent;78000
Hyundai;i 30;2012;150 000 - 159 999;Diesel;6;Manuelle;Non;Excellent;91000
Toyota;RAV 4;2006;160 000 - 169 999;Diesel;9;Manuelle;Oui;Excellent;107000
BMW;Serie 4 gran coupé;2022;0 - 4 999;Diesel;8;Automatique;Oui;Excellent;840000
Volkswagen;Passat;2016;160 000 - 169 999;Diesel;8;Automatique;Oui;Excellent;256000
Ford;Kuga;2020;30 000 - 34 999;Diesel;6;Manuelle;Oui;Excellent;197000
Volkswagen;GOLF 7;2017;110 000 - 119 999;Diesel;8;Automatique;Non;;178000
Toyota;C-HR;2020;40 000 - 44 999;Hybride;10;Automatique;Oui;Excellent;198000
Toyota;RAV 4;2008;200 000 - 249 999;Diesel;8;Manuelle;;Excellent;88000
Dacia;Logan;2016;150 000 - 159 999;Diesel;6;Manuelle;;Excellent;108000
Opel;Astra;2015;70 000 - 74 999;Diesel;7;Manuelle;Oui;Excellent;148000
Audi;A1;2012;100 000 - 109 999;Diesel;6;Manuelle;Non;Très bon;125000
Opel;MOKKA;2017;80 000 - 84 999;Diesel;6;Automatique;Oui;Excellent;169000
Dacia;Duster;2011;350 000 - 399 999;Diesel;6;Manuelle;;Très bon;93000
BMW;Serie 1;2013;120 000 - 129 999;Diesel;8;Automatique;Non;Excellent;170000
Renault;Clio;2018;85 000 - 89 999;Diesel;6;Manuelle;;;115000
Peugeot;Tepee;2019;55 000 - 59 999;Diesel;6;Manuelle;Non;Excellent;150000
Volkswagen;Polo;2019;65 000 - 69 999;Essence;11;Automatique;Non;Excellent;280000
Kia;Sportage;2016;65 000 - 69 999;Diesel;7;Automatique;Oui;Excellent;175000
Volkswagen;GOLF 7;2016;110 000 - 119 999;Diesel;8;Automatique;Oui;Excellent;275000
Renault;Clio;2010;70 000 - 74 999;Essence;11;Manuelle;Oui;;68000
BMW;X5;2015;130 000 - 139 999;Diesel;12;Automatique;Non;Excellent;285000
BMW;X1;2011;100 000 - 109 999;Essence;11;Manuelle;Non;Très bon;109000
Fiat;500;2021;20 000 - 24 999;Essence;6;Automatique;Oui;Excellent;128000
Hyundai;Accent;2021;45 000 - 49 999;Diesel;6;Automatique;Oui;Très bon;157000
Mercedes-Benz;Classe C;2007;190 000 - 199 999;Diesel;8;Automatique;Non;Très bon;145000
Mercedes-Benz;Classe E;2012;200 000 - 249 999;Diesel;9;Automatique;Non;Excellent;185000
Land Rover;Range Rover Sport;2009;160 000 - 169 999;Diesel;11;Automatique;Oui;Très bon;139000
Nissan;Qashqai;2017;120 000 - 129 999;Diesel;6;Manuelle;Oui;Très bon;170000
Mercedes-Benz;Classe E;2018;55 000 - 59 999;Diesel;9;Automatique;Oui;Excellent;340000
Toyota;Prado;2016;50 000 - 54 999;Diesel;12;Manuelle;Oui;Excellent;210000
Renault;Fluence;2014;120 000 - 129 999;Diesel;6;Manuelle;Oui;;98000
Mercedes-Benz;CLASSE ML;2013;180 000 - 189 999;Diesel;12;Automatique;Non;Excellent;198000
Audi;A6;2017;110 000 - 119 999;Diesel;8;Automatique;Oui;Excellent;290000
BMW;Serie 3;2016;130 000 - 139 999;Diesel;8;Automatique;Oui;Excellent;238000
Fiat;Doblo;2018;120 000 - 129 999;Diesel;6;Manuelle;Oui;Excellent;89000
Citroen;C4;2013;180 000 - 189 999;Diesel;6;Manuelle;Non;Très bon;100000
Ford;Focus;2007;25 000 - 29 999;Diesel;7;Manuelle;Non;Très bon;78000
Hyundai;i 20;2019;100 000 - 109 999;Diesel;6;Manuelle;Non;Excellent;127000
Citroen;C-ELYSEE;2021;40 000 - 44 999;Diesel;6;Manuelle;Non;Excellent;125000
Peugeot;208;2019;120 000 - 129 999;Diesel;6;Manuelle;Oui;Très bon;105000
Hyundai;Accent;2018;90 000 - 94 999;Diesel;6;Manuelle;Non;Excellent;120000
Volkswagen;Passat;2008;180 000 - 189 999;Essence;11;Automatique;Non;Excellent;62000
Fiat;Doblo;2015;150 000 - 159 999;Diesel;6;Manuelle;Non;;77000
Mercedes-Benz;Classe A;2021;25 000 - 29 999;Essence;12;Automatique;Oui;Excellent;660000
Land Rover;Range Rover Evoque;2019;60 000 - 64 999;Diesel;8;Automatique;Oui;Excellent;410000
Mercedes-Benz;Classe CLA;2014;95 000 - 99 999;Diesel;8;Automatique;Non;Excellent;235000
Seat;Leon;2022;0 - 4 999;Hybride;12;Automatique;Oui;Très bon;550000
Mercedes-Benz;Vito;2016;120 000 - 129 999;Diesel;8;Automatique;Non;Excellent;350000
Volkswagen;Polo;2019;30 000 - 34 999;Essence;11;Automatique;Non;Excellent;295000
Renault;Clio;2018;95 000 - 99 999;Diesel;5;Manuelle;Oui;Excellent;116000
Kia;Ceed;2021;25 000 - 29 999;Diesel;6;Manuelle;Non;Excellent;162000
Opel;Corsa;2018;25 000 - 29 999;Diesel;5;Manuelle;Oui;Bon;118000
Mercedes-Benz;Classe C;2008;300 000 - 349 999;Diesel;9;Automatique;Non;Très bon;149000
Renault;Clio;2014;150 000 - 159 999;Diesel;6;Manuelle;;Excellent;100000
Volkswagen;GOLF 7;2015;140 000 - 149 999;Diesel;8;Automatique;Non;Excellent;250000
Peugeot;206+;2012;20 000 - 24 999;Diesel;6;Manuelle;;;68000
Volkswagen;Passat;2012;180 000 - 189 999;Diesel;6;Manuelle;;Très bon;163000
Volkswagen;GOLF 5;2006;250 000 - 299 999;Diesel;8;Manuelle;Non;Bon;80000
Dacia;Duster;2018;80 000 - 84 999;Diesel;6;Automatique;Non;Excellent;129000
Volkswagen;Touran;2013;200 000 - 249 999;Diesel;8;Automatique;Oui;Excellent;175000
Nissan;Qashqai;2021;10 000 - 14 999;Diesel;6;Manuelle;Oui;Excellent;260000
Volkswagen;GOLF 7;2016;160 000 - 169 999;Diesel;7;Manuelle;Non;Très bon;157000
Renault;Clio;2018;70 000 - 74 999;Diesel;6;Manuelle;Non;Excellent;113000
Kia;Sportage;2008;250 000 - 299 999;Diesel;8;Automatique;Non;Très bon;78000
Peugeot;Bipper;2013;160 000 - 169 999;Diesel;6;Manuelle;Non;Bon;60000
Mercedes-Benz;Classe E;2017;80 000 - 84 999;Diesel;8;Automatique;;Excellent;297000
Renault;Clio;2017;130 000 - 139 999;Diesel;6;Manuelle;Non;Très bon;102000
Volkswagen;Tiguan;2017;85 000 - 89 999;Diesel;8;Manuelle;;Excellent;235000
Fiat;Doblo;2014;250 000 - 299 999;Diesel;5;Manuelle;Non;Très bon;72000
Nissan;Qashqai;2017;110 000 - 119 999;Diesel;6;Manuelle;Non;Excellent;175000
Hyundai;Elantra;2015;100 000 - 109 999;Diesel;6;Automatique;Oui;Excellent;140000
Volkswagen;Touareg;2011;170 000 - 179 999;Diesel;11;Automatique;Non;Excellent;125000
Fiat;Punto;2015;250 000 - 299 999;Diesel;5;Manuelle;Oui;;70000
Hyundai;Tucson;2010;250 000 - 299 999;Diesel;8;Manuelle;Non;Excellent;94000
Citroen;Berlingo;2011;190 000 - 199 999;Diesel;6;--;;;73000
Mercedes-Benz;Classe C;2007;25 000 - 29 999;Diesel;9;Manuelle;Oui;Excellent;170000
Opel;Grandland X;2019;70 000 - 74 999;Diesel;6;Manuelle;Oui;Très bon;230000
Renault;Kangoo;2011;150 000 - 159 999;Diesel;6;Manuelle;Non;Excellent;77000
Peugeot;207;2009;170 000 - 179 999;Diesel;6;Manuelle;Non;Excellent;78000
Renault;Zoe;2020;70 000 - 74 999;Electrique;10;Automatique;Non;Excellent;360000
Volkswagen;Touran;2012;160 000 - 169 999;Diesel;6;Manuelle;Oui;Excellent;140000
Opel;Astra;2005;300 000 - 349 999;Diesel;7;Manuelle;Non;Très bon;65000
Dacia;Dokker;2016;95 000 - 99 999;Diesel;6;Manuelle;Non;;87000
Ford;Focus;2015;120 000 - 129 999;Diesel;6;Manuelle;Oui;Excellent;143000
Dacia;Logan;2013;100 000 - 109 999;Diesel;6;Manuelle;Non;Excellent;66000
Renault;Clio;2016;130 000 - 139 999;Diesel;6;Manuelle;Oui;Très bon;105000
Audi;Q3;2018;15 000 - 19 999;Diesel;8;Automatique;Oui;Très bon;280000
Ford;Fiesta;2014;0 - 4 999;Diesel;6;Manuelle;Non;Excellent;92000
Nissan;Qashqai;2016;80 000 - 84 999;Diesel;6;--;;Excellent;180000
Volkswagen;GOLF 5;2006;200 000 - 249 999;Diesel;8;Manuelle;Non;Très bon;97000
Kia;Sportage;2016;120 000 - 129 999;Diesel;8;Manuelle;Non;Très bon;158000
Volkswagen;Caddy;2012;200 000 - 249 999;Diesel;6;Manuelle;;;170000
Renault;Kangoo;2006;250 000 - 299 999;Diesel;6;Manuelle;Non;Très bon;70000
Hyundai;Tucson;2008;0 - 4 999;Diesel;8;Automatique;;;67000
Volkswagen;GOLF 6;2009;200 000 - 249 999;Diesel;8;Manuelle;Non;Excellent;123000
Volkswagen;Passat;2009;10 000 - 14 999;Diesel;8;Manuelle;Non;Très bon;85000
Peugeot;207;2010;200 000 - 249 999;Diesel;6;Manuelle;Non;Très bon;69000
Renault;Megane 4;2021;55 000 - 59 999;Diesel;6;Manuelle;;;200000
Nissan;Navara;2005;300 000 - 349 999;Diesel;13;Manuelle;Non;Très bon;69000
Fiat;TIPO;2018;90 000 - 94 999;Diesel;5;Manuelle;Oui;Très bon;108000
Kia;Ceed;2009;190 000 - 199 999;Diesel;6;Manuelle;Non;Très bon;69000
Dacia;Dokker;2020;80 000 - 84 999;Diesel;6;Manuelle;Oui;;115000
Renault;Kangoo;2009;10 000 - 14 999;Diesel;6;Manuelle;Non;Très bon;75000
Fiat;Punto;2012;160 000 - 169 999;Essence;6;--;;;70000
Renault;Kadjar;2017;110 000 - 119 999;Diesel;6;--;;Très bon;168000
Volkswagen;Touran;2008;25 000 - 29 999;Diesel;8;Manuelle;Non;Excellent;120000
Peugeot;308;2014;100 000 - 109 999;Diesel;7;Manuelle;Oui;Très bon;149000
Seat;Ibiza;2017;90 000 - 94 999;Diesel;6;Manuelle;Oui;Excellent;117000
Dacia;Logan;2010;190 000 - 199 999;Diesel;6;Manuelle;Oui;Excellent;68000
Renault;Kangoo;2007;170 000 - 179 999;Diesel;6;Manuelle;Non;Très bon;75000
Toyota;Corolla;2014;170 000 - 179 999;Diesel;5;Manuelle;Non;Excellent;133000
Volkswagen;Touran;2019;45 000 - 49 999;Diesel;8;Manuelle;Non;Excellent;220000
Volkswagen;Touran;2016;180 000 - 189 999;Diesel;8;Automatique;Non;Excellent;270000
Opel;Astra;2017;120 000 - 129 999;Diesel;6;Manuelle;Oui;Excellent;150000
Citroen;DS7;2019;95 000 - 99 999;Diesel;8;Automatique;Oui;Excellent;290000
Volkswagen;GOLF 8;2021;25 000 - 29 999;Diesel;8;Automatique;Oui;Excellent;395000
Audi;Q5;2018;70 000 - 74 999;Diesel;8;Automatique;Oui;Excellent;349000
Audi;A3;2009;75 000 - 79 999;Essence;9;Manuelle;;;83000
Mercedes-Benz;220;2002;0 - 4 999;Diesel;8;Manuelle;;Très bon;80000
Mercedes-Benz;Classe C;2014;130 000 - 139 999;Diesel;7;Manuelle;Non;Excellent;218900
Ford;CONNECT;2010;0 - 4 999;Diesel;7;Manuelle;Non;Excellent;94000
Dacia;Duster;2018;90 000 - 94 999;Diesel;6;Manuelle;;Très bon;145000
Ford;Focus;2013;150 000 - 159 999;Diesel;6;Manuelle;Non;Excellent;129000
Volkswagen;Touareg;2011;150 000 - 159 999;Diesel;12;Automatique;Non;Excellent;149000
Renault;Clio;2013;200 000 - 249 999;Essence;7;Manuelle;Non;Excellent;67000
Toyota;C-HR;2019;100 000 - 109 999;Essence;10;Automatique;Oui;Excellent;200000
Ford;Fiesta;2020;10 000 - 14 999;Diesel;6;Manuelle;Non;Très bon;145000
Ford;Focus;2007;20 000 - 24 999;Diesel;7;Manuelle;;Bon;72000
Mercedes-Benz;Classe C;2011;170 000 - 179 999;Diesel;8;Automatique;Oui;Bon;160000
Hyundai;Accent;2018;85 000 - 89 999;Diesel;6;Manuelle;Non;Très bon;109000
Volkswagen;Passat;2012;140 000 - 149 999;Diesel;8;Manuelle;;Très bon;128000
Peugeot;duster;2008;120 000 - 129 999;Essence;8;Manuelle;Oui;;68000
Land Rover;Range Rover Evoque;2015;160 000 - 169 999;Diesel;8;Automatique;Oui;;199000
Renault;Clio;2007;200 000 - 249 999;Diesel;6;--;;;65000
Renault;Kangoo;2008;190 000 - 199 999;Diesel;6;Manuelle;Oui;Excellent;60000
Ford;Fusion;2008;190 000 - 199 999;Diesel;6;Manuelle;;Excellent;60000
Renault;Clio;2013;100 000 - 109 999;Essence;11;Manuelle;;;95000
Jeep;Grand Cherokee;2016;130 000 - 139 999;Diesel;11;Automatique;;;235000
Hyundai;CRETA;2017;55 000 - 59 999;Diesel;6;Manuelle;Oui;Excellent;158000
Mercedes-Benz;220;1998;250 000 - 299 999;Diesel;9;Manuelle;Non;Très bon;65000
Ford;Fiesta;2010;130 000 - 139 999;Diesel;6;Manuelle;;Très bon;82000
Mercedes-Benz;190;1993;15 000 - 19 999;Diesel;8;Manuelle;Non;Excellent;65000
Peugeot;208;2019;65 000 - 69 999;Diesel;7;--;;;113000
Fiat;Doblo;2014;0 - 4 999;Diesel;5;Manuelle;Oui;Très bon;80000
Toyota;Corolla;2011;140 000 - 149 999;Diesel;5;Manuelle;;Très bon;102000
Mercedes-Benz;220;2008;200 000 - 249 999;Diesel;8;Automatique;Oui;Très bon;125000
Citroen;Berlingo;2012;170 000 - 179 999;Diesel;6;Manuelle;;Bon;85000
Ford;Fiesta;2015;70 000 - 74 999;Diesel;6;Manuelle;Non;Très bon;104000
Hyundai;i 10;2011;5 000 - 9 999;Essence;6;Manuelle;Oui;Très bon;67000
Renault;Kangoo;2011;170 000 - 179 999;Diesel;6;--;;;77000
Kia;Sorento;2009;250 000 - 299 999;Diesel;10;Manuelle;Non;Excellent;72000
Dacia;Sandero;2018;75 000 - 79 999;Diesel;6;Manuelle;;Excellent;113000
Toyota;Prius;2019;20 000 - 24 999;Electrique;10;--;;;260000
Renault;Kangoo;2017;100 000 - 109 999;Diesel;6;Manuelle;Non;Excellent;138000
Hyundai;Tucson;2007;300 000 - 349 999;Diesel;8;Manuelle;Non;Très bon;69000
Volkswagen;GOLF 7;2017;110 000 - 119 999;Diesel;8;--;;;350000
Ford;Fiesta;2017;70 000 - 74 999;Diesel;6;--;;;107000
Citroen;Berlingo;2014;250 000 - 299 999;Diesel;6;Manuelle;Non;Très bon;95000
Renault;Clio;2019;75 000 - 79 999;Diesel;6;Manuelle;Non;Très bon;124000
Suzuki;Grand Vitara;2012;100 000 - 109 999;Essence;9;--;;;70000
Peugeot;306;1997;170 000 - 179 999;Diesel;5;Manuelle;Non;Bon;300000
Renault;Megane Coupe;2017;85 000 - 89 999;Diesel;6;Automatique;Oui;Excellent;176000
Peugeot;301;2017;130 000 - 139 999;Diesel;6;Manuelle;Non;Excellent;100000
Dacia;Sandero;2011;170 000 - 179 999;Diesel;6;Manuelle;Non;Très bon;73000
Hyundai;Tucson;2009;200 000 - 249 999;Diesel;8;Manuelle;Non;Très bon;78000
Dacia;Duster;2011;180 000 - 189 999;Diesel;6;Manuelle;Non;Très bon;100000
Toyota;Hilux;2010;300 000 - 349 999;Diesel;10;Manuelle;Non;Excellent;135000
Hyundai;TERRACAN;2005;190 000 - 199 999;Diesel;8;Manuelle;Non;Bon;63000
Opel;Meriva;2012;160 000 - 169 999;Diesel;6;Manuelle;Oui;Excellent;85000
Fiat;500;2017;60 000 - 64 999;Essence;7;Manuelle;Non;Très bon;96000
Alfa Romeo;159;2010;200 000 - 249 999;Diesel;10;Manuelle;Non;Très bon;90000
Renault;Clio;2017;85 000 - 89 999;Diesel;6;Manuelle;Non;Excellent;116000
Hyundai;i 40;2013;200 000 - 249 999;Diesel;7;--;;;1250000
Dacia;Sandero;2011;130 000 - 139 999;Diesel;6;Manuelle;Non;Très bon;85000
Renault;Clio;2017;110 000 - 119 999;Diesel;6;--;;;100000
Citroen;C5;2010;25 000 - 29 999;Diesel;8;Manuelle;Non;Excellent;77000
Hyundai;Santa Fe;2010;200 000 - 249 999;Diesel;9;--;;;74000
Dacia;Sandero;2011;110 000 - 119 999;Diesel;6;Manuelle;Non;Bon;66000
Kia;Sportage;2020;20 000 - 24 999;Diesel;8;Automatique;Oui;Excellent;255000
Mercedes-Benz;Classe CL;2007;200 000 - 249 999;Diesel;9;Automatique;Non;Excellent;100000
Volkswagen;Passat;2008;180 000 - 189 999;Diesel;8;Manuelle;Non;Très bon;102000
Ford;Fiesta;2017;120 000 - 129 999;Diesel;6;Manuelle;;Excellent;108000
Ford;Fiesta;2013;85 000 - 89 999;Diesel;6;Manuelle;Non;Excellent;96000
Renault;Megane Estate;2010;180 000 - 189 999;Diesel;7;Manuelle;Non;Très bon;98000
Volkswagen;GOLF 4;2001;15 000 - 19 999;Diesel;8;Manuelle;Non;Très bon;70000
Dacia;Duster;2018;100 000 - 109 999;Diesel;6;Manuelle;;;127000
Renault;Kangoo;2010;0 - 4 999;Diesel;6;Manuelle;Non;Excellent;67000
Renault;Kangoo;2016;140 000 - 149 999;Diesel;6;--;;;110000
Toyota;Yaris;2022;0 - 4 999;Hybride;7;Automatique;;;220000
Skoda;Octavia;2017;80 000 - 84 999;Diesel;8;Manuelle;Oui;Excellent;170000
Dacia;Logan;2012;190 000 - 199 999;Diesel;6;Manuelle;Non;Très bon;70000
Dacia;Logan;2017;95 000 - 99 999;Diesel;6;Manuelle;Oui;Excellent;98000
Renault;Kangoo;2017;90 000 - 94 999;Diesel;6;Manuelle;Oui;Très bon;125000
Renault;Clio;2018;30 000 - 34 999;Diesel;6;Manuelle;Non;Excellent;115000
Audi;Q5;2013;170 000 - 179 999;Diesel;8;Automatique;Non;Excellent;250000
Renault;Kangoo;2012;160 000 - 169 999;Diesel;6;--;;;90000
Peugeot;407 SW;2009;65 000 - 69 999;Diesel;6;Manuelle;Oui;Très bon;93000
Peugeot;3008;2016;70 000 - 74 999;Diesel;6;Manuelle;Oui;Excellent;150000
Toyota;Hilux;2020;60 000 - 64 999;Diesel;9;Manuelle;Oui;Excellent;230000
Toyota;Hilux;2020;60 000 - 64 999;Diesel;9;Manuelle;Oui;Excellent;230000
Volkswagen;Polo;2013;120 000 - 129 999;Diesel;5;--;;;95000
Toyota;Prado;2012;130 000 - 139 999;Diesel;12;--;;;220000
Mercedes-Benz;250;1992;0 - 4 999;Diesel;8;Manuelle;Non;Bon;68000
Renault;Kangoo;2012;200 000 - 249 999;Diesel;6;Manuelle;Oui;Très bon;81000
Dacia;Logan;2013;130 000 - 139 999;Diesel;6;Manuelle;Non;Très bon;63000
Volkswagen;Arteon;2018;85 000 - 89 999;Diesel;8;Automatique;Oui;Excellent;285000
Renault;Captur;2021;15 000 - 19 999;Diesel;6;--;;;215000
Renault;Kangoo;2005;180 000 - 189 999;Diesel;7;Manuelle;Oui;Très bon;65000
Opel;COMBO;2019;95 000 - 99 999;Diesel;6;--;;;122000
Ford;Fiesta;2017;100 000 - 109 999;Diesel;6;Manuelle;Oui;Excellent;97000
Fiat;FIORINO;2020;15 000 - 19 999;Diesel;5;--;;Excellent;105000
Toyota;Aygo;2012;70 000 - 74 999;Essence;6;Manuelle;Non;Très bon;68000
Mercedes-Benz;220;2010;180 000 - 189 999;Diesel;9;Manuelle;Non;Bon;160000
Renault;Clio;2017;80 000 - 84 999;Diesel;6;Automatique;Oui;Excellent;127000
Citroen;Berlingo;2016;10 000 - 14 999;Diesel;6;Manuelle;;;123000
BMW;X5;2012;160 000 - 169 999;Diesel;12;--;;;145000
Peugeot;508;2012;130 000 - 139 999;Diesel;9;Automatique;;Très bon;129000
Renault;Clio;2017;130 000 - 139 999;Diesel;6;Manuelle;Non;Excellent;98000
Dacia;Sandero;2010;200 000 - 249 999;Diesel;6;Manuelle;Non;Très bon;65000
Nissan;Qashqai;2009;25 000 - 29 999;Diesel;8;Manuelle;Non;Très bon;89000
Ford;Focus;2009;250 000 - 299 999;Diesel;7;Manuelle;;Très bon;93000
Nissan;Juke;2017;100 000 - 109 999;Diesel;6;Manuelle;Oui;Excellent;145000
Volkswagen;GOLF 4;2002;300 000 - 349 999;Diesel;8;Manuelle;Non;Excellent;80000
Volkswagen;GOLF 4;1999;25 000 - 29 999;Diesel;8;Manuelle;Non;Très bon;65000
Renault;12;2008;0 - 4 999;Diesel;6;Manuelle;Non;Excellent;85000
Ford;CONNECT;2015;5 000 - 9 999;Diesel;7;Manuelle;Oui;Très bon;187000
Citroen;Berlingo;2017;150 000 - 159 999;Diesel;7;Manuelle;Non;Très bon;120300
Renault;Clio;2006;180 000 - 189 999;Diesel;6;Manuelle;Non;;78000
Renault;Kangoo;2010;200 000 - 249 999;Diesel;6;Manuelle;Non;Excellent;83000
Renault;Clio;2016;0 - 4 999;Essence;6;Manuelle;;Très bon;95000
Hyundai;Santa Fe;2007;250 000 - 299 999;Diesel;8;Manuelle;Non;Très bon;67000
Dacia;Dokker;2015;150 000 - 159 999;Diesel;6;Manuelle;Non;Excellent;98000
Hyundai;Tucson;2017;80 000 - 84 999;Diesel;8;Automatique;Oui;Très bon;250000
Mercedes-Benz;Classe CLA;2014;130 000 - 139 999;Diesel;9;Automatique;Oui;Excellent;270000
Hyundai;Santa Fe;2007;300 000 - 349 999;Diesel;9;Automatique;Oui;Bon;100000
Ford;Fiesta;2010;10 000 - 14 999;Essence;7;Manuelle;Non;Très bon;70000
Peugeot;301;2017;90 000 - 94 999;Diesel;6;--;;;110000
Ford;Fiesta;2017;95 000 - 99 999;Diesel;6;Manuelle;Non;Excellent;108000
Audi;A3;2017;65 000 - 69 999;Diesel;8;Automatique;Non;Très bon;210000
Toyota;RAV 4;2005;190 000 - 199 999;Diesel;8;Manuelle;Non;Très bon;66000
Fiat;Scudo;2017;10 000 - 14 999;Diesel;8;--;Non;Très bon;100000
Volkswagen;Touareg;2012;200 000 - 249 999;Diesel;12;--;;;145000
Volkswagen;Passat;2001;300 000 - 349 999;Diesel;8;Manuelle;Non;Très bon;62000
Ford;Kuga;2020;75 000 - 79 999;Diesel;6;Manuelle;Oui;Très bon;215000
Volkswagen;Tiguan;2011;250 000 - 299 999;Diesel;8;Manuelle;Non;Excellent;153000
Hyundai;ix 35;2012;170 000 - 179 999;Diesel;8;--;;;130000
Dacia;Logan;2016;110 000 - 119 999;Diesel;6;Manuelle;Non;Excellent;84000
Audi;A3;2007;300 000 - 349 999;Diesel;8;Manuelle;Non;Excellent;108000
Mercedes-Benz;220;2001;5 000 - 9 999;Diesel;8;Manuelle;;;69000
Dacia;Duster;2018;75 000 - 79 999;Diesel;7;Manuelle;Non;;148000
Hyundai;i 10;2012;0 - 4 999;Essence;6;--;Non;Excellent;62000
Dacia;Logan;2007;200 000 - 249 999;Diesel;6;Manuelle;Non;Très bon;60000
Mercedes-Benz;Classe C;2012;160 000 - 169 999;Diesel;9;--;;;190000
Audi;A4;2015;160 000 - 169 999;Diesel;8;Automatique;Non;Excellent;210000
Jeep;Grand Cherokee;2014;150 000 - 159 999;Diesel;12;--;;;210000
Mercedes-Benz;220;2008;180 000 - 189 999;Diesel;8;Automatique;Non;Très bon;135000
Ford;CONNECT;2018;60 000 - 64 999;Diesel;6;Manuelle;Oui;Très bon;163000
Hyundai;Accent;2016;150 000 - 159 999;Diesel;6;Manuelle;Oui;Très bon;1005000
Hyundai;Santa Fe;2006;200 000 - 249 999;Diesel;8;Manuelle;Non;Très bon;64000
Ford;Fiesta;2017;45 000 - 49 999;Diesel;6;Manuelle;Oui;Excellent;112000
Citroen;C5;2009;160 000 - 169 999;Diesel;8;Automatique;;;90000
Peugeot;508;2017;100 000 - 109 999;Diesel;6;Manuelle;Oui;Très bon;148000
Mercedes-Benz;Classe C;2007;200 000 - 249 999;Diesel;9;Automatique;;Excellent;155000
Dacia;Logan;2019;5 000 - 9 999;Essence;6;Manuelle;Non;Très bon;87000
Alfa Romeo;Giulietta;2015;140 000 - 149 999;Diesel;8;Manuelle;Non;Excellent;120000
Audi;A6;2012;150 000 - 159 999;Diesel;8;--;;;180000
Kia;Ceed;2021;5 000 - 9 999;Diesel;6;Manuelle;Non;Excellent;249000
Audi;A4;2009;250 000 - 299 999;Diesel;8;--;;;110000
Renault;Megane;2018;100 000 - 109 999;Diesel;6;Automatique;Non;Très bon;167000
Mercedes-Benz;Classe C;2013;190 000 - 199 999;Diesel;9;Automatique;Non;Excellent;217000
Volkswagen;GOLF 7;2015;110 000 - 119 999;Diesel;6;Automatique;Oui;Excellent;180000
Ford;Kuga;2011;0 - 4 999;Diesel;8;Manuelle;Non;Excellent;128000
Volkswagen;Caddy;2017;0 - 4 999;Diesel;6;Automatique;;Excellent;168000
